RX <- WEB_DATA|EGT=39.7C | dEGT=0.0 | PEGT=39.7 | RPM=0 | FRPM=0 | RRPM=52205 | SIG=REST | RNOISE=REST_NOISE | PUMP=1000us | START=1000us | IGN=0 | V1=0 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=90.7C | dEGT=2.1 | PEGT=97.0 | RPM=0 | FRPM=0 | RRPM=176591 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=91.0C | dEGT=2.1 | PEGT=97.2 | RPM=0 | FRPM=0 | RRPM=175825 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=91.2C | dEGT=2.1 | PEGT=97.5 | RPM=0 | FRPM=0 | RRPM=176407 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=91.5C | dEGT=2.1 | PEGT=97.7 | RPM=0 | FRPM=0 | RRPM=175805 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=91.7C | dEGT=0.0 | PEGT=91.7 | RPM=0 | FRPM=0 | RRPM=176407 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.0C | dEGT=0.0 | PEGT=92.0 | RPM=0 | FRPM=0 | RRPM=174597 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.2C | dEGT=0.0 | PEGT=92.2 | RPM=0 | FRPM=0 | RRPM=175195 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.2C | dEGT=0.0 | PEGT=92.2 | RPM=0 | FRPM=0 | RRPM=174621 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.5C | dEGT=0.0 | PEGT=92.5 | RPM=0 | FRPM=0 | RRPM=179396 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.7C | dEGT=2.1 | PEGT=99.0 | RPM=0 | FRPM=0 | RRPM=175204 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.7C | dEGT=0.0 | PEGT=92.7 | RPM=0 | FRPM=0 | RRPM=174002 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.0C | dEGT=0.0 | PEGT=93.0 | RPM=0 | FRPM=0 | RRPM=167398 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.0C | dEGT=0.0 | PEGT=93.0 | RPM=0 | FRPM=0 | RRPM=174024 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.2C | dEGT=0.0 | PEGT=93.2 | RPM=0 | FRPM=0 | RRPM=172809 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.2C | dEGT=0.0 | PEGT=93.2 | RPM=0 | FRPM=0 | RRPM=172822 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.2C | dEGT=0.0 | PEGT=93.2 | RPM=0 | FRPM=0 | RRPM=171585 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.0C | dEGT=0.0 | PEGT=93.0 | RPM=0 | FRPM=0 | RRPM=172214 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.0C | dEGT=0.0 | PEGT=93.0 | RPM=0 | FRPM=0 | RRPM=172797 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.0C | dEGT=0.0 | PEGT=93.0 | RPM=0 | FRPM=0 | RRPM=172802 | SIG=OK | RNOISE=WARN | PUMP=1050us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.7C | dEGT=0.0 | PEGT=92.7 | RPM=0 | FRPM=0 | RRPM=171626 | SIG=OK | RNOISE=WARN | PUMP=1052us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.5C | dEGT=-2.1 | PEGT=86.2 | RPM=0 | FRPM=0 | RRPM=171621 | SIG=OK | RNOISE=WARN | PUMP=1054us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.5C | dEGT=0.0 | PEGT=92.5 | RPM=0 | FRPM=0 | RRPM=169824 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.2C | dEGT=0.0 | PEGT=92.2 | RPM=0 | FRPM=0 | RRPM=170415 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=92.2C | dEGT=0.0 | PEGT=92.2 | RPM=0 | FRPM=0 | RRPM=169214 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=91.7C | dEGT=2.1 | PEGT=98.0 | RPM=0 | FRPM=0 | RRPM=177602 | SIG=OK | RNOISE=NOISY | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=93.5C | dEGT=6.2 | PEGT=112.2 | RPM=0 | FRPM=0 | RRPM=170414 | SIG=OK | RNOISE=NOISY | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=94.7C | dEGT=2.1 | PEGT=101.0 | RPM=0 | FRPM=0 | RRPM=194996 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=95.5C | dEGT=0.0 | PEGT=95.5 | RPM=0 | FRPM=0 | RRPM=164398 | SIG=OK | RNOISE=NOISY | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=96.0C | dEGT=2.1 | PEGT=102.2 | RPM=0 | FRPM=0 | RRPM=174610 | SIG=OK | RNOISE=NOISY | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=96.2C | dEGT=0.0 | PEGT=96.2 | RPM=0 | FRPM=0 | RRPM=195608 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=96.7C | dEGT=2.1 | PEGT=103.0 | RPM=0 | FRPM=0 | RRPM=172238 | SIG=OK | RNOISE=NOISY | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=97.0C | dEGT=0.0 | PEGT=97.0 | RPM=0 | FRPM=0 | RRPM=195600 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=97.5C | dEGT=0.0 | PEGT=97.5 | RPM=0 | FRPM=0 | RRPM=195031 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=97.7C | dEGT=0.0 | PEGT=97.7 | RPM=0 | FRPM=0 | RRPM=195618 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=98.5C | dEGT=0.0 | PEGT=98.5 | RPM=0 | FRPM=0 | RRPM=196196 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=99.0C | dEGT=2.1 | PEGT=105.2 | RPM=0 | FRPM=0 | RRPM=196210 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=99.2C | dEGT=2.1 | PEGT=105.5 | RPM=0 | FRPM=0 | RRPM=195598 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=100.0C | dEGT=2.1 | PEGT=106.2 | RPM=0 | FRPM=0 | RRPM=196182 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=100.5C | dEGT=0.0 | PEGT=100.5 | RPM=0 | FRPM=0 | RRPM=196194 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=101.0C | dEGT=0.0 | PEGT=101.0 | RPM=0 | FRPM=0 | RRPM=195627 | SIG=OK | RNOISE=NOISY | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=101.2C | dEGT=0.0 | PEGT=101.2 | RPM=0 | FRPM=0 | RRPM=170415 | SIG=OK | RNOISE=NOISY | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=101.5C | dEGT=0.0 | PEGT=101.5 | RPM=0 | FRPM=0 | RRPM=180611 | SIG=OK | RNOISE=NOISY | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=101.7C | dEGT=0.0 | PEGT=101.7 | RPM=0 | FRPM=0 | RRPM=194988 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=102.0C | dEGT=2.1 | PEGT=108.2 | RPM=0 | FRPM=0 | RRPM=162598 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=102.2C | dEGT=0.0 | PEGT=102.2 | RPM=0 | FRPM=0 | RRPM=165005 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=102.5C | dEGT=0.0 | PEGT=102.5 | RPM=0 | FRPM=0 | RRPM=163187 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=103.0C | dEGT=2.1 | PEGT=109.2 | RPM=0 | FRPM=0 | RRPM=163820 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=103.2C | dEGT=2.1 | PEGT=109.5 | RPM=0 | FRPM=0 | RRPM=162002 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=103.5C | dEGT=2.1 | PEGT=109.7 | RPM=0 | FRPM=0 | RRPM=163787 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=103.5C | dEGT=2.1 | PEGT=109.7 | RPM=0 | FRPM=0 | RRPM=161416 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.0C | dEGT=2.1 | PEGT=110.2 | RPM=0 | FRPM=0 | RRPM=163205 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.2C | dEGT=2.1 | PEGT=110.5 | RPM=0 | FRPM=0 | RRPM=162015 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.2C | dEGT=0.0 | PEGT=104.2 | RPM=0 | FRPM=0 | RRPM=162003 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.5C | dEGT=2.1 | PEGT=110.7 | RPM=0 | FRPM=0 | RRPM=160827 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.5C | dEGT=0.0 | PEGT=104.5 | RPM=0 | FRPM=0 | RRPM=162016 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.5C | dEGT=0.0 | PEGT=104.5 | RPM=0 | FRPM=0 | RRPM=160800 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.5C | dEGT=0.0 | PEGT=104.5 | RPM=0 | FRPM=0 | RRPM=161406 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.5C | dEGT=0.0 | PEGT=104.5 | RPM=0 | FRPM=0 | RRPM=159605 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.5C | dEGT=0.0 | PEGT=104.5 | RPM=0 | FRPM=0 | RRPM=160797 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.5C | dEGT=0.0 | PEGT=104.5 | RPM=0 | FRPM=0 | RRPM=159611 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.2C | dEGT=-2.1 | PEGT=98.0 | RPM=0 | FRPM=0 | RRPM=181545 | SIG=OK | RNOISE=WARN | PUMP=1055us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.2C | dEGT=0.0 | PEGT=104.2 | RPM=0 | FRPM=0 | RRPM=159600 | SIG=OK | RNOISE=WARN | PUMP=1057us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.2C | dEGT=0.0 | PEGT=104.2 | RPM=0 | FRPM=0 | RRPM=159629 | SIG=OK | RNOISE=WARN | PUMP=1059us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.0C | dEGT=-2.1 | PEGT=97.7 | RPM=0 | FRPM=0 | RRPM=157798 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=0 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=103.2C | dEGT=0.0 | PEGT=103.2 | RPM=0 | FRPM=0 | RRPM=189591 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=104.0C | dEGT=2.1 | PEGT=110.2 | RPM=0 | FRPM=0 | RRPM=195023 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=105.0C | dEGT=2.1 | PEGT=111.2 | RPM=0 | FRPM=0 | RRPM=192612 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=106.0C | dEGT=2.1 | PEGT=112.2 | RPM=0 | FRPM=0 | RRPM=191396 | SIG=OK | RNOISE=NOISY | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=106.2C | dEGT=2.1 | PEGT=112.5 | RPM=0 | FRPM=0 | RRPM=194388 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=106.5C | dEGT=0.0 | PEGT=106.5 | RPM=0 | FRPM=0 | RRPM=195002 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=107.0C | dEGT=0.0 | PEGT=107.0 | RPM=0 | FRPM=0 | RRPM=196208 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=107.2C | dEGT=0.0 | PEGT=107.2 | RPM=0 | FRPM=0 | RRPM=195631 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=107.7C | dEGT=0.0 | PEGT=107.7 | RPM=0 | FRPM=0 | RRPM=195598 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=108.2C | dEGT=2.1 | PEGT=114.5 | RPM=0 | FRPM=0 | RRPM=196202 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=108.5C | dEGT=2.1 | PEGT=114.7 | RPM=0 | FRPM=0 | RRPM=195608 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=109.0C | dEGT=0.0 | PEGT=109.0 | RPM=0 | FRPM=0 | RRPM=195608 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=109.5C | dEGT=0.0 | PEGT=109.5 | RPM=0 | FRPM=0 | RRPM=195592 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=109.7C | dEGT=-2.1 | PEGT=103.5 | RPM=0 | FRPM=0 | RRPM=195612 | SIG=OK | RNOISE=WARN | PUMP=1060us | START=1220us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=13/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
