RX <- WEB_DATA|EGT=378.0C | dEGT=10.4 | PEGT=409.3 | RPM=4571 | FRPM=3466 | RRPM=2023 | SIG=OK | RNOISE=WARN | PUMP=1104us | START=1326us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=290.5C | dEGT=-8.3 | PEGT=265.5 | RPM=11431 | FRPM=11426 | RRPM=8998 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=287.5C | dEGT=0.0 | PEGT=287.5 | RPM=11431 | FRPM=11429 | RRPM=9600 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=289.3C | dEGT=4.2 | PEGT=301.8 | RPM=11431 | FRPM=11430 | RRPM=8401 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=292.0C | dEGT=6.2 | PEGT=310.8 | RPM=11431 | FRPM=11431 | RRPM=7200 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=296.8C | dEGT=10.4 | PEGT=328.0 | RPM=11431 | FRPM=11431 | RRPM=5400 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=299.8C | dEGT=8.3 | PEGT=324.8 | RPM=11431 | FRPM=11431 | RRPM=6000 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=302.0C | dEGT=2.1 | PEGT=308.3 | RPM=11431 | FRPM=11431 | RRPM=5400 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=304.8C | dEGT=4.2 | PEGT=317.3 | RPM=11431 | FRPM=11431 | RRPM=2400 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=306.0C | dEGT=4.2 | PEGT=318.5 | RPM=11431 | FRPM=11431 | RRPM=8400 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=308.0C | dEGT=4.2 | PEGT=320.5 | RPM=11431 | FRPM=11431 | RRPM=7800 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=310.0C | dEGT=6.2 | PEGT=328.8 | RPM=12073 | FRPM=11683 | RRPM=60005 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=311.3C | dEGT=2.1 | PEGT=317.5 | RPM=10875 | FRPM=11436 | RRPM=11400 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=313.0C | dEGT=4.2 | PEGT=325.5 | RPM=10226 | FRPM=11077 | RRPM=142779 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=314.8C | dEGT=4.2 | PEGT=327.3 | RPM=10342 | FRPM=10531 | RRPM=17400 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=316.3C | dEGT=2.1 | PEGT=322.5 | RPM=11611 | FRPM=10937 | RRPM=21601 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=318.0C | dEGT=2.1 | PEGT=324.3 | RPM=11849 | FRPM=11473 | RRPM=21000 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=319.0C | dEGT=2.1 | PEGT=325.3 | RPM=11978 | FRPM=11758 | RRPM=143991 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=320.3C | dEGT=6.2 | PEGT=339.0 | RPM=10223 | FRPM=10985 | RRPM=6600 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=321.0C | dEGT=0.0 | PEGT=321.0 | RPM=10851 | FRPM=10798 | RRPM=10200 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=322.3C | dEGT=2.1 | PEGT=328.5 | RPM=11177 | FRPM=10961 | RRPM=7799 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=323.3C | dEGT=2.1 | PEGT=329.5 | RPM=11293 | FRPM=11129 | RRPM=6599 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=323.8C | dEGT=2.1 | PEGT=330.0 | RPM=11332 | FRPM=11236 | RRPM=9600 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=324.3C | dEGT=2.1 | PEGT=330.5 | RPM=11345 | FRPM=11295 | RRPM=10200 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=324.8C | dEGT=2.1 | PEGT=331.0 | RPM=11231 | FRPM=11272 | RRPM=4200 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=325.8C | dEGT=4.2 | PEGT=338.3 | RPM=11281 | FRPM=11268 | RRPM=4800 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=327.0C | dEGT=2.1 | PEGT=333.3 | RPM=11063 | FRPM=11228 | RRPM=16802 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=327.8C | dEGT=2.1 | PEGT=334.0 | RPM=11123 | FRPM=11148 | RRPM=17401 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=329.0C | dEGT=2.1 | PEGT=335.3 | RPM=11006 | FRPM=11056 | RRPM=10200 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=330.0C | dEGT=4.2 | PEGT=342.5 | RPM=11126 | FRPM=11076 | RRPM=9600 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=330.8C | dEGT=2.1 | PEGT=337.0 | RPM=11178 | FRPM=11125 | RRPM=1800 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=332.3C | dEGT=4.2 | PEGT=344.8 | RPM=11195 | FRPM=11162 | RRPM=4200 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=333.8C | dEGT=2.1 | PEGT=340.0 | RPM=11201 | FRPM=11183 | RRPM=10199 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=334.8C | dEGT=0.0 | PEGT=334.8 | RPM=11203 | FRPM=11194 | RRPM=13199 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=336.3C | dEGT=4.2 | PEGT=348.8 | RPM=11204 | FRPM=11199 | RRPM=10800 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.0C | dEGT=2.1 | PEGT=343.3 | RPM=11204 | FRPM=11202 | RRPM=1200 | SIG=OK | RNOISE=CLEAN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.8C | dEGT=2.1 | PEGT=344.0 | RPM=11367 | FRPM=11219 | RRPM=153592 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.3C | dEGT=0.0 | PEGT=338.3 | RPM=9492 | FRPM=10226 | RRPM=49197 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.8C | dEGT=2.1 | PEGT=346.0 | RPM=10680 | FRPM=10300 | RRPM=6000 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=341.0C | dEGT=2.1 | PEGT=347.3 | RPM=11039 | FRPM=10661 | RRPM=15601 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=341.8C | dEGT=2.1 | PEGT=348.0 | RPM=11151 | FRPM=10918 | RRPM=57600 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=341.8C | dEGT=0.0 | PEGT=341.8 | RPM=11187 | FRPM=11062 | RRPM=5400 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=341.5C | dEGT=0.0 | PEGT=341.5 | RPM=11198 | FRPM=11136 | RRPM=7800 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=341.0C | dEGT=0.0 | PEGT=341.0 | RPM=11617 | FRPM=11327 | RRPM=110399 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=340.5C | dEGT=0.0 | PEGT=340.5 | RPM=11466 | FRPM=11448 | RRPM=6600 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=340.3C | dEGT=0.0 | PEGT=340.3 | RPM=11300 | FRPM=11391 | RRPM=9001 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=340.0C | dEGT=0.0 | PEGT=340.0 | RPM=11236 | FRPM=11314 | RRPM=6600 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.5C | dEGT=-2.1 | PEGT=333.3 | RPM=11215 | FRPM=11262 | RRPM=1800 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=339.3C | dEGT=0.0 | PEGT=339.3 | RPM=11208 | FRPM=11233 | RRPM=71401 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.8C | dEGT=-2.1 | PEGT=332.5 | RPM=8176 | FRPM=10530 | RRPM=164393 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=338.0C | dEGT=0.0 | PEGT=338.0 | RPM=4349 | FRPM=7768 | RRPM=157198 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.5C | dEGT=0.0 | PEGT=337.5 | RPM=2857 | FRPM=5064 | RRPM=158381 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.3C | dEGT=0.0 | PEGT=337.3 | RPM=5367 | FRPM=4720 | RRPM=158995 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.5C | dEGT=0.0 | PEGT=337.5 | RPM=2592 | FRPM=4078 | RRPM=124798 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.3C | dEGT=2.1 | PEGT=343.5 | RPM=6749 | FRPM=4689 | RRPM=81596 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=337.8C | dEGT=0.0 | PEGT=337.8 | RPM=8345 | FRPM=6415 | RRPM=4200 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=341.5C | dEGT=6.2 | PEGT=360.3 | RPM=8838 | FRPM=7881 | RRPM=19798 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=344.5C | dEGT=6.2 | PEGT=363.3 | RPM=9992 | FRPM=8818 | RRPM=5400 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=346.3C | dEGT=2.1 | PEGT=352.5 | RPM=10751 | FRPM=9779 | RRPM=6000 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=346.8C | dEGT=0.0 | PEGT=346.8 | RPM=11030 | FRPM=10435 | RRPM=5400 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=346.8C | dEGT=2.1 | PEGT=353.0 | RPM=11124 | FRPM=10804 | RRPM=7200 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=346.5C | dEGT=-2.1 | PEGT=340.3 | RPM=11154 | FRPM=10995 | RRPM=7200 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=346.3C | dEGT=-2.1 | PEGT=340.0 | RPM=11165 | FRPM=11088 | RRPM=3000 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=0 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=344.8C | dEGT=-6.2 | PEGT=326.0 | RPM=11168 | FRPM=11132 | RRPM=5999 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=344.8C | dEGT=0.0 | PEGT=344.8 | RPM=11169 | FRPM=11152 | RRPM=7800 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=346.3C | dEGT=2.1 | PEGT=352.5 | RPM=10749 | FRPM=11037 | RRPM=11999 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=349.5C | dEGT=8.3 | PEGT=374.5 | RPM=10870 | FRPM=10911 | RRPM=4200 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=351.5C | dEGT=6.2 | PEGT=370.3 | RPM=10994 | FRPM=10938 | RRPM=4200 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=353.5C | dEGT=2.1 | PEGT=359.8 | RPM=10155 | FRPM=10856 | RRPM=145194 | SIG=OK | RNOISE=NOISY | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=354.5C | dEGT=2.1 | PEGT=360.8 | RPM=7758 | FRPM=9111 | RRPM=10201 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=355.5C | dEGT=2.1 | PEGT=361.8 | RPM=9700 | FRPM=9112 | RRPM=8400 | SIG=OK | RNOISE=WARN | PUMP=1119us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=356.3C | dEGT=0.0 | PEGT=356.3 | RPM=10595 | FRPM=9805 | RRPM=9001 | SIG=OK | RNOISE=WARN | PUMP=1120us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=357.0C | dEGT=2.1 | PEGT=363.3 | RPM=10909 | FRPM=10374 | RRPM=6600 | SIG=OK | RNOISE=NOISY | PUMP=1122us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=357.8C | dEGT=0.0 | PEGT=357.8 | RPM=11013 | FRPM=10715 | RRPM=9601 | SIG=OK | RNOISE=NOISY | PUMP=1124us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=359.3C | dEGT=4.2 | PEGT=371.8 | RPM=11048 | FRPM=10895 | RRPM=9600 | SIG=OK | RNOISE=WARN | PUMP=1124us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=360.0C | dEGT=2.1 | PEGT=366.3 | RPM=11059 | FRPM=10984 | RRPM=3600 | SIG=OK | RNOISE=NOISY | PUMP=1124us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=360.8C | dEGT=0.0 | PEGT=360.8 | RPM=11062 | FRPM=11027 | RRPM=5400 | SIG=OK | RNOISE=WARN | PUMP=1124us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=362.0C | dEGT=4.2 | PEGT=374.5 | RPM=7629 | FRPM=10165 | RRPM=157800 | SIG=OK | RNOISE=NOISY | PUMP=1124us | START=1740us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=14/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
