RX <- WEB_DATA|EGT=47.5C | dEGT=2.1 | PEGT=53.7 | RPM=1950 | FRPM=2320 | RRPM=141607 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1200us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=0.0 | PEGT=76.7 | RPM=0 | FRPM=0 | RRPM=192587 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=0.0 | PEGT=76.5 | RPM=0 | FRPM=0 | RRPM=168018 | SIG=OK | RNOISE=WARN | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=-2.1 | PEGT=70.2 | RPM=0 | FRPM=0 | RRPM=153000 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=0.0 | PEGT=76.5 | RPM=0 | FRPM=0 | RRPM=137992 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=2.1 | PEGT=83.0 | RPM=0 | FRPM=0 | RRPM=85201 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=0.0 | PEGT=76.7 | RPM=0 | FRPM=0 | RRPM=155983 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=0.0 | PEGT=76.5 | RPM=0 | FRPM=0 | RRPM=192627 | SIG=OK | RNOISE=WARN | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=0.0 | PEGT=76.5 | RPM=0 | FRPM=0 | RRPM=192583 | SIG=OK | RNOISE=WARN | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=2.1 | PEGT=83.0 | RPM=0 | FRPM=0 | RRPM=192592 | SIG=OK | RNOISE=WARN | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=0.0 | PEGT=76.7 | RPM=5209 | FRPM=5374 | RRPM=41399 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=0.0 | PEGT=76.7 | RPM=4214 | FRPM=4964 | RRPM=100207 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=0.0 | PEGT=76.7 | RPM=1884 | FRPM=3672 | RRPM=145793 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=2.1 | PEGT=83.0 | RPM=656 | FRPM=2177 | RRPM=160192 | SIG=OK | RNOISE=WARN | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=2.1 | PEGT=83.0 | RPM=218 | FRPM=1150 | RRPM=163790 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=0.0 | PEGT=76.7 | RPM=72 | FRPM=571 | RRPM=166780 | SIG=OK | RNOISE=WARN | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=0.0 | PEGT=76.5 | RPM=4029 | FRPM=4327 | RRPM=166822 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=0.0 | PEGT=76.7 | RPM=2723 | FRPM=3676 | RRPM=127796 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=-2.1 | PEGT=70.2 | RPM=1074 | FRPM=2496 | RRPM=142216 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=-2.1 | PEGT=70.2 | RPM=366 | FRPM=1415 | RRPM=90605 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=-2.1 | PEGT=70.2 | RPM=1996 | FRPM=1474 | RRPM=130213 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=2.1 | PEGT=82.7 | RPM=991 | FRPM=1408 | RRPM=106204 | SIG=OK | RNOISE=NOISY | PUMP=1045us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.7C | dEGT=2.1 | PEGT=83.0 | RPM=351 | FRPM=916 | RRPM=94190 | SIG=OK | RNOISE=NOISY | PUMP=1048us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=0.0 | PEGT=76.5 | RPM=117 | FRPM=505 | RRPM=192600 | SIG=OK | RNOISE=WARN | PUMP=1054us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=-2.1 | PEGT=70.2 | RPM=1108 | FRPM=681 | RRPM=122390 | SIG=OK | RNOISE=NOISY | PUMP=1059us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=76.5C | dEGT=-2.1 | PEGT=70.2 | RPM=1044 | FRPM=884 | RRPM=120010 | SIG=OK | RNOISE=NOISY | PUMP=1060us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=77.0C | dEGT=2.1 | PEGT=83.2 | RPM=449 | FRPM=746 | RRPM=91214 | SIG=OK | RNOISE=NOISY | PUMP=1060us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=77.5C | dEGT=2.1 | PEGT=83.7 | RPM=156 | FRPM=461 | RRPM=173403 | SIG=OK | RNOISE=WARN | PUMP=1061us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=77.5C | dEGT=0.0 | PEGT=77.5 | RPM=52 | FRPM=248 | RRPM=99599 | SIG=OK | RNOISE=NOISY | PUMP=1063us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=78.0C | dEGT=2.1 | PEGT=84.2 | RPM=0 | FRPM=0 | RRPM=158983 | SIG=OK | RNOISE=NOISY | PUMP=1065us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=78.2C | dEGT=0.0 | PEGT=78.2 | RPM=3019 | FRPM=4029 | RRPM=172822 | SIG=OK | RNOISE=WARN | PUMP=1065us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=78.5C | dEGT=2.1 | PEGT=84.7 | RPM=1131 | FRPM=2712 | RRPM=98391 | SIG=OK | RNOISE=NOISY | PUMP=1067us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=78.7C | dEGT=0.0 | PEGT=78.7 | RPM=872 | FRPM=1750 | RRPM=172188 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=79.2C | dEGT=2.1 | PEGT=85.5 | RPM=343 | FRPM=1053 | RRPM=192023 | SIG=OK | RNOISE=NOISY | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=79.5C | dEGT=2.1 | PEGT=85.7 | RPM=117 | FRPM=565 | RRPM=129004 | SIG=OK | RNOISE=NOISY | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=79.5C | dEGT=0.0 | PEGT=79.5 | RPM=547 | FRPM=582 | RRPM=192577 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=79.7C | dEGT=0.0 | PEGT=79.7 | RPM=219 | FRPM=434 | RRPM=191988 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=80.0C | dEGT=-2.1 | PEGT=73.7 | RPM=75 | FRPM=255 | RRPM=191975 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=80.5C | dEGT=2.1 | PEGT=86.7 | RPM=0 | FRPM=0 | RRPM=192600 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=80.7C | dEGT=0.0 | PEGT=80.7 | RPM=0 | FRPM=0 | RRPM=192006 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=81.2C | dEGT=2.1 | PEGT=87.5 | RPM=0 | FRPM=0 | RRPM=192590 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=81.5C | dEGT=2.1 | PEGT=87.7 | RPM=0 | FRPM=0 | RRPM=192000 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=81.7C | dEGT=0.0 | PEGT=81.7 | RPM=0 | FRPM=0 | RRPM=147582 | SIG=OK | RNOISE=NOISY | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=82.0C | dEGT=0.0 | PEGT=82.0 | RPM=0 | FRPM=0 | RRPM=155402 | SIG=OK | RNOISE=NOISY | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=82.2C | dEGT=2.1 | PEGT=88.5 | RPM=0 | FRPM=0 | RRPM=192006 | SIG=OK | RNOISE=CLEAN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=82.7C | dEGT=2.1 | PEGT=89.0 | RPM=0 | FRPM=0 | RRPM=191979 | SIG=OK | RNOISE=CLEAN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=82.7C | dEGT=0.0 | PEGT=82.7 | RPM=0 | FRPM=0 | RRPM=191973 | SIG=OK | RNOISE=CLEAN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=83.0C | dEGT=0.0 | PEGT=83.0 | RPM=0 | FRPM=0 | RRPM=192006 | SIG=OK | RNOISE=CLEAN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=83.5C | dEGT=2.1 | PEGT=89.7 | RPM=0 | FRPM=0 | RRPM=135595 | SIG=OK | RNOISE=NOISY | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=83.7C | dEGT=2.1 | PEGT=90.0 | RPM=0 | FRPM=0 | RRPM=191967 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=0 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=84.0C | dEGT=2.1 | PEGT=90.2 | RPM=0 | FRPM=0 | RRPM=126630 | SIG=OK | RNOISE=NOISY | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=84.2C | dEGT=0.0 | PEGT=84.2 | RPM=0 | FRPM=0 | RRPM=192621 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=84.5C | dEGT=2.1 | PEGT=90.7 | RPM=0 | FRPM=0 | RRPM=191992 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=84.7C | dEGT=0.0 | PEGT=84.7 | RPM=0 | FRPM=0 | RRPM=192615 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=85.0C | dEGT=0.0 | PEGT=85.0 | RPM=0 | FRPM=0 | RRPM=191988 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=85.2C | dEGT=0.0 | PEGT=85.2 | RPM=0 | FRPM=0 | RRPM=175211 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=85.5C | dEGT=0.0 | PEGT=85.5 | RPM=0 | FRPM=0 | RRPM=173991 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=85.7C | dEGT=0.0 | PEGT=85.7 | RPM=0 | FRPM=0 | RRPM=181793 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=86.2C | dEGT=2.1 | PEGT=92.5 | RPM=0 | FRPM=0 | RRPM=192615 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=86.2C | dEGT=0.0 | PEGT=86.2 | RPM=0 | FRPM=0 | RRPM=171591 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=86.5C | dEGT=0.0 | PEGT=86.5 | RPM=0 | FRPM=0 | RRPM=191983 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=87.0C | dEGT=2.1 | PEGT=93.2 | RPM=0 | FRPM=0 | RRPM=161982 | SIG=OK | RNOISE=NOISY | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=87.2C | dEGT=2.1 | PEGT=93.5 | RPM=0 | FRPM=0 | RRPM=192002 | SIG=OK | RNOISE=CLEAN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=87.5C | dEGT=0.0 | PEGT=87.5 | RPM=0 | FRPM=0 | RRPM=192017 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=87.7C | dEGT=0.0 | PEGT=87.7 | RPM=0 | FRPM=0 | RRPM=180605 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=88.2C | dEGT=2.1 | PEGT=94.5 | RPM=0 | FRPM=0 | RRPM=192590 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=88.2C | dEGT=0.0 | PEGT=88.2 | RPM=0 | FRPM=0 | RRPM=192006 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=88.7C | dEGT=2.1 | PEGT=95.0 | RPM=0 | FRPM=0 | RRPM=192004 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=88.7C | dEGT=-2.1 | PEGT=82.5 | RPM=0 | FRPM=0 | RRPM=192613 | SIG=OK | RNOISE=CLEAN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=89.2C | dEGT=2.1 | PEGT=95.5 | RPM=0 | FRPM=0 | RRPM=191398 | SIG=OK | RNOISE=CLEAN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=89.5C | dEGT=0.0 | PEGT=89.5 | RPM=0 | FRPM=0 | RRPM=192015 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1240us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=90.0C | dEGT=2.1 | PEGT=96.2 | RPM=0 | FRPM=0 | RRPM=193169 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1243us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=90.0C | dEGT=2.1 | PEGT=96.2 | RPM=0 | FRPM=0 | RRPM=153595 | SIG=OK | RNOISE=NOISY | PUMP=1070us | START=1255us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=90.0C | dEGT=-2.1 | PEGT=83.7 | RPM=0 | FRPM=0 | RRPM=185989 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1260us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=90.7C | dEGT=2.1 | PEGT=97.0 | RPM=0 | FRPM=0 | RRPM=184793 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1260us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=90.7C | dEGT=-2.1 | PEGT=84.5 | RPM=0 | FRPM=0 | RRPM=175819 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1260us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=91.5C | dEGT=2.1 | PEGT=97.7 | RPM=0 | FRPM=0 | RRPM=192617 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1260us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=91.5C | dEGT=0.0 | PEGT=91.5 | RPM=0 | FRPM=0 | RRPM=192000 | SIG=OK | RNOISE=WARN | PUMP=1070us | START=1260us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
RX <- WEB_DATA|EGT=91.7C | dEGT=0.0 | PEGT=91.7 | RPM=0 | FRPM=0 | RRPM=185413 | SIG=OK | RNOISE=CLEAN | PUMP=1070us | START=1260us | IGN=1 | V1=1 | V2=1 | SD=OK | ALEARN=11/20 | PRAMP=1 | SRAMP=1 | OTA=OFF | WIFI=OFF | VER=7.9
